Mecanisme;Taux;Taux_num;Variable;Type;Methode;RMSE;RMSE_std;NRMSE;MAE;MAE_std;Bias;KS_pvalue;Wilcoxon_pvalue;F1;Accuracy;Kappa;MCC;Chi2_pvalue;Temps_moyen;Var_Ratio;F1_std
MCAR;10%;0.1;HTA;Binaire;MICE (BayesianRidge);;;;;;;;;0.7582563284852883;0.7592742844264142;0.4582134549029579;0.46426128052082155;6.1671088435525e-62;3.8965205192565917;1.0064673867892004;0.05114339352784273
MCAR;10%;0.1;HTS/HTD;Ordinale;MICE (BayesianRidge);;;;;;;;;0.4304101690380401;0.3731116498333532;0.14325960107129587;0.1575731109317622;3.1731501575966405e-126;3.8965205192565917;1.0064673867892004;0.10611468578648281
MCAR;10%;0.1;Profil_glycemique;Ordinale;MICE (BayesianRidge);;;;;;;;;0.4514078522836701;0.3871428571428571;0.15360272838282257;0.17190784622942185;1.8117052598464521e-127;3.8965205192565917;1.0064673867892004;0.06205044280662357
MCAR;10%;0.1;Sexe;Binaire;MICE (BayesianRidge);;;;;;;;;0.5049703226863965;0.5176033114395183;0.015747743887404277;0.00845383410439519;1.0644184113940351e-54;3.8965205192565917;1.0064673867892004;0.0688215786226595
MCAR;10%;0.1;Adipo HMW;Continue;MissForest;5.060355593623875;4.321821771763365;0.10405672220245443;1.8641418595622294;1.0366259844188832;-0.31559695259112763;0.830991318276339;0.06146566420793533;;;;;;111.52902235984803;0.9590513237804222;
MCAR;10%;0.1;Age;Continue;MissForest;10.354715417699195;1.5830407429563658;0.19175398921665177;8.018261299359152;1.328515315397249;-0.2947543683231317;0.9515603513194207;0.3093665029198746;;;;;;111.52902235984803;0.9590513237804222;
MCAR;10%;0.1;Glibenclamide 5mg;Continue;MissForest;4.3460064035905335;0.7459637798907665;0.21730032017952666;3.0479629982762644;0.4431888770585415;-0.16422103282564726;0.6638315857013676;0.37075323503009094;;;;;;111.52902235984803;0.9590513237804222;
MCAR;10%;0.1;Glu;Continue;MissForest;0.13943794097832682;0.08492937747868966;0.025679178817371424;0.04531598083176994;0.02512440222975277;-0.006866405266684489;0.9999999999999998;0.5588068473307528;;;;;;111.52902235984803;0.9590513237804222;
MCAR;10%;0.1;HDL;Continue;MissForest;0.07436605313159188;0.01988682750373509;0.05200423295915517;0.048071640457893236;0.009486615081632744;-0.004510632257967626;0.9999999983185557;0.5346495054405608;;;;;;111.52902235984803;0.9590513237804222;
MCAR;10%;0.1;HOMA-IR;Continue;MissForest;2.0791114397063657;2.1538990462243266;0.020797902889136965;0.5635734956633723;0.5611977837809858;-0.11324790550114353;0.9999999999998739;0.3988922496733721;;;;;;111.52902235984803;0.9590513237804222;
MCAR;10%;0.1;HOMAB%;Continue;MissForest;39.760480514022504;10.459045425564021;0.11608899420152556;22.262182729418384;5.822130449590459;-2.884506532746105;0.9825088425806507;0.3928172995645582;;;;;;111.52902235984803;0.9590513237804222;
